time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2004-12-28T16:58:02.910Z,19.572,-68.204,22.9,3.9,md,11,287,,,us,usp000dc2f,2014-11-07T01:24:26.558Z,"Dominican Republic region",earthquake,,,,,reviewed,rspr,rspr
2004-12-28T16:46:31.700Z,-34.032,-70.956,75.8,2.6,md,8,96.5,,,us,usp000dc2e,2014-11-07T01:24:26.557Z,"Region Metropolitana, Chile",earthquake,,,,,reviewed,guc,guc
2004-12-28T15:40:44.000Z,60.98,-138.33,1,4,ml,12,128.2,,,us,usp000dc2d,2019-02-13T02:12:04.948Z,"Southern Yukon Territory, Canada",earthquake,,,,,reviewed,pgc,pgc
2004-12-28T15:37:55.900Z,37.08,28.23,20,4.3,mb,47,68.7,,,us,usp000dc2c,2014-11-07T01:24:26.550Z,"western Turkey",earthquake,,,,20,reviewed,ath,us
2004-12-28T15:30:25.981Z,63.1541,-151.316,5.6,2.8,ml,,,,0.94,ak,ak004gol6yti,2019-02-13T02:12:04.630Z,"Central Alaska",earthquake,,2.5,,,reviewed,ak,ak
2004-12-28T15:19:37.300Z,-34.1,-72.255,39.7,3.7,md,8,285.8,,,us,usp000dc2a,2014-11-07T01:24:26.547Z,"offshore Libertador O'Higgins, Chile",earthquake,,,,,reviewed,guc,guc
2004-12-28T14:48:30.080Z,3.372,93.761,29.5,4.9,mwc,80,71.4,,1.07,us,usp000dc29,2016-11-10T00:56:40.409Z,"off the west coast of northern Sumatra",earthquake,,,,,reviewed,us,hrv
2004-12-28T14:45:18.770Z,-9.75,-78.9,33,4.5,mb,13,104,,,us,usp000dc28,2014-11-07T01:24:26.535Z,"near the coast of northern Peru",earthquake,,,,9,reviewed,lim,us
2004-12-28T14:37:40.490Z,32.1025,-115.8801667,5.787,2.98,ml,15,251,0.5444,0.33,ci,ci10070173,2016-04-01T21:31:12.516Z,"60km SSW of Progreso, B.C., MX",earthquake,2.27,31.61,0.283,16,reviewed,ci,ci
2004-12-28T14:34:58.300Z,-33.046,-71.074,58.8,2.8,md,13,104.8,,,us,usp000dc26,2014-11-07T01:24:26.531Z,"Valparaiso, Chile",earthquake,,,,,reviewed,guc,guc
2004-12-28T14:30:42.290Z,4.691,95.261,47,5,mwc,31,115.1,,1.09,us,usp000dc25,2016-11-10T00:56:39.919Z,"northern Sumatra, Indonesia",earthquake,,,,,reviewed,us,hrv
2004-12-28T14:11:27.400Z,18.019,-100.479,60,4,md,7,123.1,,,us,usp000dc24,2014-11-07T01:24:26.524Z,"Guerrero, Mexico",earthquake,,,,,reviewed,unm,unm
2004-12-28T14:08:43.630Z,10.419,93.023,30,5.2,mb,68,59.8,,0.84,us,usp000dc23,2014-11-07T01:24:26.518Z,"Andaman Islands, India region",earthquake,,,,41,reviewed,us,us
2004-12-28T14:02:22.800Z,-32.908,-71.579,58.9,3.4,md,20,169.9,,,us,usp000dc22,2014-11-07T01:24:26.515Z,"offshore Valparaiso, Chile",earthquake,,,,,reviewed,guc,guc
2004-12-28T13:48:05.192Z,59.0014,-151.5145,60.9,2.5,ml,,,,0.46,ak,ak004gok3ww7,2019-02-13T02:12:04.299Z,"Kenai Peninsula, Alaska",earthquake,,18.1,,,reviewed,ak,ak
2004-12-28T13:46:02.750Z,5.113,96.162,30,5.1,mwc,48,79.4,,1.38,us,usp000dc21,2016-11-10T00:56:39.409Z,"northern Sumatra, Indonesia",earthquake,,,,,reviewed,us,hrv
2004-12-28T13:39:31.220Z,38.434,-1.142,0,2.7,mblg,18,103.3,,,us,usp000dc20,2014-11-07T01:24:26.507Z,"Spain",earthquake,,,,,reviewed,mdd,mdd
2004-12-28T13:06:42.060Z,6.703,93.005,20.4,4.8,mwc,36,113.9,,0.83,us,usp000dc1z,2016-11-10T00:56:38.886Z,"Nicobar Islands, India region",earthquake,,,,,reviewed,us,hrv
2004-12-28T11:57:43.700Z,15.846,-92.869,166.5,4.4,md,17,127.5,,,us,usp000dc1y,2014-11-07T01:24:26.498Z,"Chiapas, Mexico",earthquake,,,,,reviewed,unm,unm
2004-12-28T11:55:30.320Z,4.183,93.946,27.5,4.9,mwc,40,111.8,,0.66,us,usp000dc1x,2016-11-10T00:56:38.397Z,"off the west coast of northern Sumatra",earthquake,,,,,reviewed,us,hrv
2004-12-28T11:17:43.870Z,4.732,95.205,36,5.8,mwb,308,59.9,,0.76,us,usp000dc1w,2020-01-04T03:36:51.094Z,"northern Sumatra, Indonesia",earthquake,,,,,reviewed,us,us
2004-12-28T11:05:09.200Z,-30.833,-71.451,60.7,3.9,md,19,218.1,,,us,usp000dc1v,2014-11-07T01:24:26.412Z,"Coquimbo, Chile",earthquake,,,,,reviewed,guc,guc
2004-12-28T10:51:58.300Z,-44,169.33,5,3.9,ml,14,140.3,,,us,usp000dc1u,2014-11-07T01:24:26.410Z,"South Island of New Zealand",earthquake,,,,,reviewed,wel,wel
2004-12-28T10:51:47.310Z,10.546,92.353,30,5.3,mwc,43,97.2,,1.13,us,usp000dc1t,2016-11-10T00:56:37.318Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
2004-12-28T10:25:11.280Z,41.685,0.881,0,2.6,ml,11,93.6,,,us,usp000dc1s,2014-11-07T01:24:26.403Z,"Spain",earthquake,,,,,reviewed,mdd,ldg
2004-12-28T09:30:40.220Z,37.239,138.787,35.8,4.8,mwc,137,113.6,,0.85,us,usp000dc1r,2016-11-10T00:56:36.797Z,"near the west coast of Honshu, Japan",earthquake,,6.1,,,reviewed,us,hrv
2004-12-28T08:19:50.890Z,5.795,93.276,24.5,4.8,mb,23,128.1,,0.86,us,usp000dc1q,2014-11-07T01:24:26.353Z,"off the west coast of northern Sumatra",earthquake,,,,14,reviewed,us,us
2004-12-28T08:10:15.669Z,61.5451,-151.6869,87.1,2.5,ml,,,,0.31,ak,ak004gogwmgu,2019-02-13T02:12:02.800Z,"Southern Alaska",earthquake,,6.4,,,reviewed,ak,ak
2004-12-28T07:47:09.460Z,18.018,120.405,17.3,4.7,mb,15,122.5,,1.47,us,usp000dc1p,2014-11-07T01:24:26.351Z,"Luzon, Philippines",earthquake,,47.5,,11,reviewed,us,us
2004-12-28T07:21:17.730Z,51.556,16.113,5,2.5,ml,6,214.4,,0.87,us,usp000dc1n,2014-11-07T01:24:26.350Z,"Poland",earthquake,,,,,reviewed,us,brg
2004-12-28T07:20:59.330Z,11.39,92.883,30,4.8,mb,33,88,,1.13,us,usp000dc1m,2014-11-07T01:24:26.347Z,"Andaman Islands, India region",earthquake,,,,22,reviewed,us,us
2004-12-28T06:58:48.100Z,37.98,20.49,3,3.3,md,5,244.9,,,us,usp000dc1k,2014-11-07T01:24:26.346Z,"Ionian Sea",earthquake,,,,,reviewed,ath,ath
2004-12-28T06:58:22.510Z,41.144,34.432,5.4,3.2,md,11,63.9,,,us,usp000dc1j,2014-11-07T01:24:26.344Z,"central Turkey",earthquake,,,,,reviewed,isk,isk
2004-12-28T06:28:12.810Z,5.398,94.489,30,4.9,mb,12,191.2,,1,us,usp000dc1h,2014-11-07T01:24:26.342Z,"northern Sumatra, Indonesia",earthquake,,,,7,reviewed,us,us
2004-12-28T05:36:12.940Z,9.45,93.711,30,5.4,mwc,137,58.9,,0.96,us,usp000dc1g,2016-11-10T00:56:36.300Z,"Nicobar Islands, India region",earthquake,,,,,reviewed,us,hrv
2004-12-28T05:15:50.243Z,62.1759,-150.1624,10.4,2.6,ml,,,,0.55,ak,ak004gof5gwg,2019-02-13T02:12:01.939Z,"Central Alaska",earthquake,,10.4,,,reviewed,ak,ak
2004-12-28T05:03:26.723Z,62.5115,-150.7848,75.4,3.3,ml,,,,0.51,ak,ak004gof2uhs,2019-02-13T02:12:01.423Z,"Central Alaska",earthquake,,17.5,,,reviewed,ak,ak
2004-12-28T04:36:28.610Z,13.863,93.412,30,4.8,mb,23,107.5,,1.38,us,usp000dc1d,2014-11-07T01:24:26.322Z,"Andaman Islands, India region",earthquake,,,,16,reviewed,us,us
2004-12-28T04:34:06.088Z,61.8983,-147.6808,29.3,2.8,ml,,,,0.48,ak,ak004goeo0hs,2019-02-13T02:12:01.077Z,"Southern Alaska",earthquake,,8.3,,,reviewed,ak,ak
2004-12-28T04:16:58.010Z,53.417,-163.366,15.5,3.4,ml,19,244.4,,,us,usp000dc1b,2019-02-13T02:12:00.762Z,"Unimak Island region, Alaska",earthquake,,,,,reviewed,aeic,aeic
2004-12-28T03:52:59.230Z,2.805,95.512,24.9,5,mb,19,106.8,,1.01,us,usp000dc1a,2014-11-07T01:24:26.314Z,"Simeulue, Indonesia",earthquake,,,,18,reviewed,us,us
2004-12-28T03:20:18.840Z,6.82,92.813,13.2,5,mwc,102,105.2,,0.82,us,usp000dc19,2016-11-10T00:56:35.779Z,"Nicobar Islands, India region",earthquake,,18,,,reviewed,us,hrv
2004-12-28T03:01:09.050Z,5.322,92.733,30,4.8,mb,7,256.8,,0.8,us,usp000dc18,2014-11-07T01:24:26.302Z,"off the west coast of northern Sumatra",earthquake,,,,6,reviewed,us,us
2004-12-28T02:52:42.280Z,3.354,93.733,29,4.8,mb,18,144.7,,1.08,us,usp000dc17,2014-11-07T01:24:26.300Z,"off the west coast of northern Sumatra",earthquake,,,,14,reviewed,us,us
2004-12-28T02:49:13.230Z,35.051,-119.0333333,9.415,2.58,ml,42,59,0.08729,0.35,ci,ci10070125,2016-04-02T19:51:01.366Z,"15km NW of Grapevine, CA",earthquake,0.44,2.08,0.272,33,reviewed,ci,ci
2004-12-28T02:05:14.850Z,13.867,93.361,30,4.8,mb,18,88.8,,1.17,us,usp000dc15,2014-11-07T01:24:26.297Z,"Andaman Islands, India region",earthquake,,,,16,reviewed,us,us
2004-12-28T02:02:16.100Z,40.4,20.55,10,3.3,md,6,154.5,,,us,usp000dc14,2014-11-07T01:24:26.295Z,"Albania",earthquake,,,,,reviewed,ath,ath
2004-12-28T01:06:03.610Z,35.066,30.875,25,3.5,ml,6,345.8,,,us,usp000dc13,2014-11-07T01:24:26.294Z,"eastern Mediterranean Sea",earthquake,,,,,reviewed,nic,nic
2004-12-28T00:59:22.400Z,45.651,10.475,7.2,2.6,md,7,140.4,,,us,usp000dc12,2014-11-07T01:24:26.293Z,"northern Italy",earthquake,,,,,reviewed,rom,rom
2004-12-28T00:39:23.700Z,15.826,-96.288,36.6,4.4,md,24,179,,,us,usp000dc11,2014-11-07T01:24:26.289Z,"Oaxaca, Mexico",earthquake,,,,,reviewed,unm,unm
2004-12-28T00:37:51.040Z,7.655,94.135,22.2,5.5,mwc,159,63.1,,1.01,us,usp000dc10,2016-11-10T00:56:35.248Z,"Nicobar Islands, India region",earthquake,,,,,reviewed,us,hrv
2004-12-28T00:15:47.690Z,4.72,93.519,30,4.7,mb,9,142.8,,1.3,us,usp000dc0z,2014-11-07T01:24:26.275Z,"off the west coast of northern Sumatra",earthquake,,,,9,reviewed,us,us
2004-12-28T00:04:48.640Z,8.738,92.646,30,5.1,mwc,12,158.6,,1.19,us,usp000dc0y,2016-11-10T00:56:34.760Z,"Nicobar Islands, India region",earthquake,,,,,reviewed,us,hrv
2004-12-27T23:59:01.700Z,41.3378333,-122.6171667,8.578,2.5,md,13,184,0.1297,0.07,nc,nc21430561,2017-01-10T00:47:55.251Z,"Northern California",earthquake,0.75,1.84,0.08,16,reviewed,nc,nc
2004-12-27T23:58:00.490Z,7.994,91.89,8.3,5.4,mwc,109,64.9,,0.95,us,usp000dc0x,2016-11-10T00:56:25.517Z,"Nicobar Islands, India region",earthquake,,17.4,,,reviewed,us,hrv
2004-12-27T23:56:44.030Z,3.082,94.203,30,4.5,mb,13,115.9,,1,us,usp000dc0w,2014-11-07T01:24:26.259Z,"off the west coast of northern Sumatra",earthquake,,,,6,reviewed,us,us
2004-12-27T23:40:31.290Z,14.473,93.668,30,4.2,mb,26,93.3,,0.94,us,usp000dc0v,2014-11-07T01:24:26.257Z,"Andaman Islands, India region",earthquake,,,,5,reviewed,us,us
2004-12-27T23:34:42.900Z,43.058,-0.087,10,2.6,ml,23,80,,,us,usp000dc0u,2014-11-07T01:24:26.253Z,"Pyrenees",earthquake,,,,,reviewed,ldg,ldg
2004-12-27T23:27:19.000Z,56.39,-120.74,10,3.7,ml,13,81.3,,,us,usp000dc0t,2014-11-07T01:24:26.251Z,"British Columbia, Canada",earthquake,,,,,reviewed,pgc,pgc
2004-12-27T23:24:14.090Z,5.754,93.34,30,4.3,mb,30,81.2,,0.93,us,usp000dc0s,2014-11-07T01:24:26.248Z,"off the west coast of northern Sumatra",earthquake,,,,4,reviewed,us,us
2004-12-27T23:20:07.750Z,9.779,92.985,31.1,5,mwc,65,73.1,,0.78,us,usp000dc0r,2016-11-10T00:56:24.542Z,"Nicobar Islands, India region",earthquake,,18.5,,,reviewed,us,hrv
2004-12-27T23:13:58.980Z,-24.275,-67.098,176.6,3.9,mb,11,150.9,,0.9,us,usp000dc0q,2014-11-07T01:24:26.240Z,"Salta, Argentina",earthquake,,9.4,,2,reviewed,us,us
2004-12-27T23:12:39.410Z,5.151,94.666,30,4.4,mb,12,183.2,,0.58,us,usp000dc0p,2014-11-07T01:24:26.238Z,"northern Sumatra, Indonesia",earthquake,,,,3,reviewed,us,us
2004-12-27T23:08:47.030Z,36.1831667,-120.3058333,9.617,2.74,md,33,101,0.1027,0.08,nc,nc30506667,2017-01-10T00:47:32.018Z,"Central California",earthquake,0.37,0.23,0.1,39,automatic,nc,nc
2004-12-27T23:08:02.470Z,4.633,93.849,26.2,4.7,mb,25,133.5,,1.09,us,usp000dc0n,2014-11-07T01:24:26.235Z,"off the west coast of northern Sumatra",earthquake,,,,6,reviewed,us,us
2004-12-27T23:05:48.730Z,3.349,93.87,30,4.9,mwc,41,82.8,,0.88,us,usp000dc0m,2016-11-10T00:56:23.523Z,"off the west coast of northern Sumatra",earthquake,,,,,reviewed,us,hrv
2004-12-27T23:04:36.960Z,4.967,93.429,30,4,mb,7,217.6,,0.58,us,usp000dc0j,2014-11-07T01:24:26.176Z,"off the west coast of northern Sumatra",earthquake,,,,1,reviewed,us,us
2004-12-27T23:02:00.670Z,9.8,93.702,23.2,4.9,mb,55,74.5,,0.88,us,usp000dc0h,2014-11-07T01:24:26.171Z,"Nicobar Islands, India region",earthquake,,17.9,,18,reviewed,us,us
2004-12-27T22:58:10.500Z,12.746,93.19,30,4.6,mb,14,185.2,,0.93,us,usp000dc0g,2014-11-07T01:24:26.170Z,"Andaman Islands, India region",earthquake,,,,4,reviewed,us,us
2004-12-27T22:49:13.410Z,13.583,92.889,30,4.5,mb,15,176.1,,0.92,us,usp000dc0f,2014-11-07T01:24:26.168Z,"Andaman Islands, India region",earthquake,,,,3,reviewed,us,us
2004-12-27T22:46:17.450Z,3.677,96.721,30,4.3,mb,10,118.9,,1.33,us,usp000dc0e,2014-11-07T01:24:26.166Z,"northern Sumatra, Indonesia",earthquake,,,,1,reviewed,us,us
2004-12-27T22:35:10.300Z,46.1973333,-122.1866667,-1.821,2.5,md,11,58,,0.22,uw,uw10643608,2016-07-23T03:04:15.930Z,"Mount St. Helens area, Washington",earthquake,0.058,0.06,0.05,3,reviewed,uw,uw
2004-12-27T22:33:12.160Z,7.734,92.396,30,4.1,mb,10,189.6,,0.92,us,usp000dc0d,2014-11-07T01:24:26.165Z,"Nicobar Islands, India region",earthquake,,,,2,reviewed,us,us
2004-12-27T22:19:41.610Z,12.027,92.423,30,4.7,mb,27,96,,1.17,us,usp000dc0c,2014-11-07T01:24:26.162Z,"Andaman Islands, India region",earthquake,,,,7,reviewed,us,us
2004-12-27T22:15:07.180Z,8.454,93.524,30,4.4,mb,14,180.8,,0.81,us,usp000dc0b,2014-11-07T01:24:26.160Z,"Nicobar Islands, India region",earthquake,,,,3,reviewed,us,us
2004-12-27T22:12:59.580Z,4.476,96.304,30,4.5,mb,9,187.3,,1.07,us,usp000dc0a,2014-11-07T01:24:26.158Z,"northern Sumatra, Indonesia",earthquake,,,,1,reviewed,us,us
2004-12-27T22:10:21.020Z,6.956,91.846,30,4.4,mb,20,179.5,,0.56,us,usp000dc09,2014-11-07T01:24:26.155Z,"Nicobar Islands, India region",earthquake,,,,8,reviewed,us,us
2004-12-27T22:09:18.580Z,7.167,93.147,30,4.7,mb,22,131,,0.79,us,usp000dc08,2014-11-07T01:24:26.152Z,"Nicobar Islands, India region",earthquake,,,,2,reviewed,us,us
2004-12-27T22:03:01.220Z,6.391,92.164,30,5.2,mwc,28,123.6,,0.78,us,usp000dc07,2016-11-10T00:56:22.483Z,"Nicobar Islands, India region",earthquake,,,,,reviewed,us,hrv
2004-12-27T22:02:46.960Z,8.011,93.527,30,4.9,mb,39,107.7,,1.24,us,usp000dc06,2014-11-07T01:24:26.144Z,"Nicobar Islands, India region",earthquake,,,,13,reviewed,us,us
2004-12-27T22:02:39.300Z,8.285,93.768,30,4.5,mb,21,103.6,,0.91,us,usp000dc05,2014-11-07T01:24:26.141Z,"Nicobar Islands, India region",earthquake,,,,4,reviewed,us,us
2004-12-27T22:02:20.100Z,40.0356667,-123.8358333,21.592,2.61,md,14,231,0.1928,0.51,nc,nc21430541,2017-01-10T00:47:11.720Z,"Northern California",earthquake,4.91,3.07,0.11,14,reviewed,nc,nc
2004-12-27T21:57:52.400Z,9.16,93.403,30,4.1,mb,11,201.2,,0.74,us,usp000dc04,2014-11-07T01:24:26.139Z,"Nicobar Islands, India region",earthquake,,,,3,reviewed,us,us
2004-12-27T21:56:14.850Z,-20.283,-178.712,623.3,4.7,mb,67,59.1,,0.79,us,usp000dc03,2014-11-07T01:24:26.133Z,"Fiji region",earthquake,,14.7,,16,reviewed,us,us
2004-12-27T21:55:54.990Z,38.979,74.033,159.6,4,mb,10,261.3,,0.54,us,usp000dc02,2014-11-07T01:24:26.131Z,"Tajikistan-Xinjiang border region",earthquake,,23.7,,1,reviewed,us,us
2004-12-27T21:53:45.240Z,8.941,93.876,30,4.7,mb,46,88,,0.79,us,usp000dc01,2014-11-07T01:24:26.127Z,"Nicobar Islands, India region",earthquake,,,,13,reviewed,us,us
2004-12-27T21:46:05.050Z,8.344,93.972,30,4.4,mb,26,88.4,,0.76,us,usp000dc00,2014-11-07T01:24:26.125Z,"Nicobar Islands, India region",earthquake,,,,7,reviewed,us,us
2004-12-27T21:44:07.710Z,8.578,93.699,26,4.8,mb,44,93.5,,0.85,us,usp000dbzz,2014-11-07T01:24:26.121Z,"Nicobar Islands, India region",earthquake,,,,13,reviewed,us,us
2004-12-27T21:42:06.930Z,8.34,93.564,30,4.3,mb,17,180.8,,0.88,us,usp000dbzy,2014-11-07T01:24:26.119Z,"Nicobar Islands, India region",earthquake,,,,4,reviewed,us,us
2004-12-27T21:40:02.170Z,9.006,92.023,30,4.1,mb,15,186.6,,0.64,us,usp000dbzx,2014-11-07T01:24:26.117Z,"Nicobar Islands, India region",earthquake,,,,4,reviewed,us,us
2004-12-27T21:29:50.820Z,7.884,92.349,29.3,4.2,mb,22,178.4,,1.06,us,usp000dbzw,2014-11-07T01:24:26.114Z,"Nicobar Islands, India region",earthquake,,,,4,reviewed,us,us
2004-12-27T21:24:42.750Z,13.55,92.943,35.8,4.8,mb,57,90,,0.76,us,usp000dbzv,2014-11-07T01:24:26.110Z,"Andaman Islands, India region",earthquake,,,,14,reviewed,us,us
2004-12-27T21:23:58.850Z,17.02,93.654,25,4.1,mb,12,99.4,,1.34,us,usp000dbzu,2014-11-07T01:24:26.108Z,"Bay of Bengal",earthquake,,0,,2,reviewed,us,us
2004-12-27T21:18:47.870Z,6.861,92.998,37.9,4.3,mb,16,144.1,,0.9,us,usp000dbzt,2014-11-07T01:24:26.106Z,"Nicobar Islands, India region",earthquake,,,,2,reviewed,us,us
2004-12-27T21:17:22.400Z,6.939,91.91,23.2,4.3,mb,14,140.2,,1.36,us,usp000dbzs,2014-11-07T01:24:26.104Z,"Nicobar Islands, India region",earthquake,,,,5,reviewed,us,us
2004-12-27T21:13:00.500Z,6.525,94.722,30,3.9,mb,15,181.7,,0.63,us,usp000dbzr,2014-11-07T01:24:26.102Z,"Nicobar Islands, India region",earthquake,,,,2,reviewed,us,us
2004-12-27T21:04:50.550Z,5.2,94.797,30,4.1,mb,10,189.9,,0.37,us,usp000dbzq,2014-11-07T01:24:26.101Z,"northern Sumatra, Indonesia",earthquake,,,,1,reviewed,us,us
2004-12-27T21:04:36.500Z,-35.168,-70.593,0,3.3,ml,8,316.8,,,us,usp000dbzp,2014-11-07T01:24:26.099Z,"Maule, Chile",earthquake,,,,,reviewed,guc,guc
2004-12-27T20:58:15.370Z,15.815,-61.746,19,4.8,mb,66,63.4,,0.7,us,usp000dbzn,2014-11-07T01:24:26.094Z,"Guadeloupe region, Leeward Islands",earthquake,,23,,21,reviewed,us,us
2004-12-27T20:52:06.860Z,7.225,92.791,30,4.6,mb,26,112.6,,1.19,us,usp000dbzm,2014-11-07T01:24:26.091Z,"Nicobar Islands, India region",earthquake,,,,3,reviewed,us,us
2004-12-27T20:49:59.840Z,8,92.045,30,4.7,mb,19,105.5,,0.86,us,usp000dbzk,2014-11-07T01:24:26.089Z,"Nicobar Islands, India region",earthquake,,,,4,reviewed,us,us
2004-12-27T20:47:49.730Z,8.277,93.528,30,4.7,mb,25,99.9,,0.98,us,usp000dbzj,2014-11-07T01:24:26.087Z,"Nicobar Islands, India region",earthquake,,,,8,reviewed,us,us
2004-12-27T20:41:45.570Z,8.814,93.528,30,4.6,mb,23,179.9,,1.01,us,usp000dbzh,2014-11-07T01:24:26.085Z,"Nicobar Islands, India region",earthquake,,,,2,reviewed,us,us
2004-12-27T20:41:06.760Z,9.089,93.856,30,4.9,mb,79,77.4,,0.89,us,usp000dbzg,2014-11-07T01:24:26.079Z,"Nicobar Islands, India region",earthquake,,,,21,reviewed,us,us
2004-12-27T20:37:20.630Z,5.868,93.124,30,5,mb,41,132.4,,0.97,us,usp000dbzf,2014-11-07T01:24:26.075Z,"off the west coast of northern Sumatra",earthquake,,,,6,reviewed,us,us
2004-12-27T20:36:18.800Z,8.948,93.682,30,5.3,mwc,165,51.9,,0.83,us,usp000dbze,2016-11-10T00:56:21.471Z,"Nicobar Islands, India region",earthquake,,,,,reviewed,us,hrv
2004-12-27T20:34:43.410Z,5.069,95.89,30,3.8,mb,16,125.8,,1.1,us,usp000dbzd,2014-11-07T01:24:26.060Z,"northern Sumatra, Indonesia",earthquake,,,,3,reviewed,us,us
2004-12-27T20:31:18.930Z,7.185,91.936,30,4.5,mb,26,75.2,,1.05,us,usp000dbzc,2014-11-07T01:24:26.058Z,"Nicobar Islands, India region",earthquake,,,,5,reviewed,us,us
2004-12-27T20:23:44.610Z,7.064,91.786,28.7,5.7,mwc,73,49.8,,0.89,us,usp000dbzb,2016-11-10T00:56:20.428Z,"Nicobar Islands, India region",earthquake,,16,,,reviewed,us,hrv
2004-12-27T20:23:02.660Z,5.287,94.354,30,4.7,mb,19,183.3,,0.71,us,usp000dbza,2014-11-07T01:24:26.049Z,"northern Sumatra, Indonesia",earthquake,,,,6,reviewed,us,us
2004-12-27T20:16:50.080Z,8.412,93.66,27.7,4.8,mb,33,111.1,,1.02,us,usp000dbz9,2014-11-07T01:24:26.046Z,"Nicobar Islands, India region",earthquake,,,,7,reviewed,us,us
2004-12-27T20:10:51.310Z,2.93,95.606,28.9,5.8,mwc,271,39.5,,0.87,us,usp000dbz8,2020-01-04T03:36:37.902Z,"Simeulue, Indonesia",earthquake,,11.8,,,reviewed,us,hrv
2004-12-27T20:08:14.820Z,13.491,92.8,30,4.3,mb,23,115.8,,0.53,us,usp000dbz7,2014-11-07T01:24:26.005Z,"Andaman Islands, India region",earthquake,,,,5,reviewed,us,us
2004-12-27T20:05:33.700Z,8.697,92.936,30,4.4,mb,22,181,,1.08,us,usp000dbz6,2014-11-07T01:24:26.003Z,"Nicobar Islands, India region",earthquake,,,,6,reviewed,us,us
2004-12-27T19:58:32.200Z,15.965,-97.888,17.9,4,md,9,199.3,,,us,usp000dbz5,2014-11-07T01:24:26.000Z,"offshore Oaxaca, Mexico",earthquake,,,,,reviewed,unm,unm
2004-12-27T19:50:14.330Z,6.696,92.699,44,4.5,mb,26,149.8,,0.99,us,usp000dbz4,2014-11-07T01:24:25.996Z,"Nicobar Islands, India region",earthquake,,,,7,reviewed,us,us
2004-12-27T19:46:33.340Z,4.947,94.46,30,4.6,mb,33,183.6,,1,us,usp000dbz3,2014-11-07T01:24:25.991Z,"off the west coast of northern Sumatra",earthquake,,,,12,reviewed,us,us
2004-12-27T19:40:38.040Z,2.634,94.298,28.2,4.6,mb,22,111.4,,0.76,us,usp000dbz1,2014-11-07T01:24:25.884Z,"off the west coast of northern Sumatra",earthquake,,,,5,reviewed,us,us
2004-12-27T19:28:52.280Z,8.547,93.686,27.5,5.3,mwc,120,52.6,,0.86,us,usp000dbz0,2016-11-09T05:27:00.389Z,"Nicobar Islands, India region",earthquake,,,,,reviewed,us,hrv
2004-12-27T19:28:38.630Z,9.706,92.59,28.1,4.9,mb,30,123.6,,1.22,us,usp000dbyz,2014-11-07T01:24:25.824Z,"Nicobar Islands, India region",earthquake,,,,12,reviewed,us,us
2004-12-27T19:26:58.120Z,7.814,92.151,41.8,5.2,mwc,112,53.5,,0.81,us,usp000dbyy,2016-11-10T00:56:17.877Z,"Nicobar Islands, India region",earthquake,,11.5,,,reviewed,us,hrv
2004-12-27T19:18:26.230Z,8.971,92.36,30.8,5,mwc,65,49.5,,0.76,us,usp000dbyx,2016-11-10T00:56:16.875Z,"Nicobar Islands, India region",earthquake,,,,,reviewed,us,hrv
2004-12-27T19:16:06.960Z,11.489,92.494,28.3,5.1,mb,42,70.5,,0.71,us,usp000dbyw,2014-11-07T01:24:25.792Z,"Andaman Islands, India region",earthquake,,,,23,reviewed,us,us
2004-12-27T19:13:18.850Z,11.586,92.499,25.8,5.5,mwc,160,45.6,,0.79,us,usp000dbyv,2020-04-16T17:34:07.350Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
2004-12-27T19:10:09.100Z,37.887,17.647,10,3.1,md,10,264.9,,,us,usp000dbyt,2014-11-07T01:24:25.775Z,"Ionian Sea",earthquake,,,,,reviewed,rom,rom
2004-12-27T19:08:18.660Z,-0.206,125.33,53.4,4.3,mb,16,130.1,,0.91,us,usp000dbys,2014-11-07T01:24:25.773Z,"Molucca Sea",earthquake,,51.8,,5,reviewed,us,us
2004-12-27T19:06:06.960Z,8.801,92.195,30,4.6,mb,24,159.5,,0.71,us,usp000dbyr,2014-11-07T01:24:25.771Z,"Nicobar Islands, India region",earthquake,,,,7,reviewed,us,us
2004-12-27T19:03:22.190Z,4.535,94.932,54.9,4.8,mb,19,183.6,,1.06,us,usp000dbyq,2014-11-07T01:24:25.768Z,"off the west coast of northern Sumatra",earthquake,,,,4,reviewed,us,us
2004-12-27T18:40:02.250Z,38.381,139.799,138.9,4.1,mb,27,120.4,,0.85,us,usp000dbyp,2014-11-07T01:24:25.765Z,"near the west coast of Honshu, Japan",earthquake,,7.3,,11,reviewed,us,us
2004-12-27T18:37:53.020Z,3.317,93.811,28.2,5.4,mwc,96,60,,0.67,us,usp000dbyn,2016-11-10T00:56:14.786Z,"off the west coast of northern Sumatra",earthquake,,,,,reviewed,us,hrv
2004-12-27T18:35:06.410Z,3.455,94.058,30,4.1,mb,14,179.2,,0.83,us,usp000dbym,2014-11-07T01:24:25.752Z,"off the west coast of northern Sumatra",earthquake,,,,3,reviewed,us,us
2004-12-27T18:31:04.850Z,8.975,92.287,31.2,4.5,mb,14,181.3,,0.43,us,usp000dbyk,2014-11-07T01:24:25.750Z,"Nicobar Islands, India region",earthquake,,,,3,reviewed,us,us
